team	year	number	position	name	games_played	points	minutes	goals	assists	shots	fouls
Washington Crossfire	2009	16	D	Zimmerman, Brandon	8	1	532		1	2	7
Cascade Surge	2009	10	D	Andre, Chris	16	5	1066	2	1	7	10
Cascade Surge	2009	11		Bangura, Ibrahim	7	16	506	8		12	21
Cascade Surge	2009	21	D	Briscoe, Jacob	4		200				
Cascade Surge	2009	19	M	Burt, Connor	13	2	1089	1		4	19
Cascade Surge	2009	1	GK	Cave, Brandon	8		568				
Cascade Surge	2009	3	F	Chang, Juan	13	8	805	3	2	10	14
Cascade Surge	2009	0	GK	Franklin, Aaron	3		152				
Cascade Surge	2009	15	M	Hafeni, Likuis	12	3	810		3	1	7
Cascade Surge	2009	17	M	Harris, Jordan	11		561			1	8
Cascade Surge	2009	16	M	Kaufman, Erik	3		75				
Cascade Surge	2009	7		Knight, Grant	9	4	588	2		8	3
Cascade Surge	2009	7	M	Luke, Babson	6	2	122	1		1	1
Cascade Surge	2009	6	F	Marquez, Jorge	13	1	489		1	5	7
Cascade Surge	2009	32	D	Mendenhall, Mark	2		90				1
Cascade Surge	2009	9	D	Milroy, Tom	15	2	1301	1		2	8
Cascade Surge	2009	13	F	Mueller, Joseph	1		49				5
Cascade Surge	2009	28	D	Murphy, Nathan	2		47				
Cascade Surge	2009	8		Patrick, Arron	14	9	1137	3	3	16	7
Cascade Surge	2009	12	D	Patterson, Zachary	8		720				7
Cascade Surge	2009	30		Pihlblad, David	2		41				
Cascade Surge	2009	23	GK	Reese, Steve	9		765				1
Cascade Surge	2009	4	F	Rodriguez, Armando	8	3	361	1	1	10	4
Cascade Surge	2009	20		Rouse, Alexander	5	6	119	3		4	4
Cascade Surge	2009	14	M	Sippola, Ben	12	12	954	4	4	11	25
Cascade Surge	2009	7	D	Smerke, Christopher	15	3	1203		3	4	8
Cascade Surge	2009	27	M	Stoddard, Benjamin	4		134				2
Cascade Surge	2009	29		Swenson, John	6		428				4
Cascade Surge	2009	18		Woodward, Justin	14		1260			3	13
Victoria Highlanders	2009	18		Arnett, Chris	1		9				1
Victoria Highlanders	2009	21	M	Devenish, Jason	13	7	805	2	3	18	22
Victoria Highlanders	2009	23	D	Diaz, Tynan	14		1119			9	11
Victoria Highlanders	2009	22	M	Dixon, Jamar	8		266			3	8
Victoria Highlanders	2009	8	F	Dobravsky, Lennart	11	3	214	1	1	5	6
Victoria Highlanders	2009	10	F	Gawrys, Patrick	14	18	895	7	4	33	16
Victoria Highlanders	2009	25	GK	Herrera, Jose	6		540			1	
Victoria Highlanders	2009	17	D	Hughes, Jordan	14	18	1230	8	2	30	13
Victoria Highlanders	2009	4	M	Hunter, Rory	14	8	1129	2	4	7	18
Victoria Highlanders	2009	15	M	Jones, Darren	7	4	477	1	2	3	9
Victoria Highlanders	2009	26	GK	Kilpatrick, Dan	5		450				
Victoria Highlanders	2009	1	GK	Lindley, Thomas	5		450				
Victoria Highlanders	2009	6	M	Loreth, Joey	11		752				2
Victoria Highlanders	2009	24		Mathot, Michael	2	2	162	1		2	3
Victoria Highlanders	2009	11	F	McFarlane, Cole	8	4	536	2		12	13
Victoria Highlanders	2009		D	Merriman, Chris	1		9				
Victoria Highlanders	2009	2	D	Nelson, Patrick	3		37				1
Victoria Highlanders	2009	12	F	Pele, Matt	15	6	1097	2	2	17	29
Victoria Highlanders	2009	19	M	Ravenhill, Andrew	1		25				
Victoria Highlanders	2009	16	M	Reyes, Nic	5	2	366	1		6	5
Victoria Highlanders	2009	14	D	Robertson, Craig	13		1170			1	9
Victoria Highlanders	2009	20	M	Romeo, Miguel	7		102				2
Victoria Highlanders	2009	13	M	Sanford, Corey	16	1	503		1	4	6
Victoria Highlanders	2009	9	F	Scott, Steve	16	8	846	3	2	29	12
Victoria Highlanders	2009	3	D	Van Den Boomen, Paul	14	6	1236	2	2	8	12
Victoria Highlanders	2009	7	D	Veenhof, Robbie	15		1314			2	21
Vancouver Whitecaps FC U-23	2009	35		Arze, Vicente	2		151			3	4
Vancouver Whitecaps FC U-23	2009	19		Baker, Jerome	8	4	378	2		14	5
Vancouver Whitecaps FC U-23	2009	15		Barrett, Lucas	1		8				1
Vancouver Whitecaps FC U-23	2009	15		Barrett, Gavin	1		59			1	
Vancouver Whitecaps FC U-23	2009	26	D	Bellisomo, Luca	9		760			2	5
Vancouver Whitecaps FC U-23	2009	6		Charles, Wesley	1		90				
Vancouver Whitecaps FC U-23	2009	8		Chin, Gordon	1	4	90	2		5	
Vancouver Whitecaps FC U-23	2009	12	M	Cobby, Kevin	16	1	1135		1	9	8
Vancouver Whitecaps FC U-23	2009	4	D	Cubbon, Jack	13		828			1	12
Vancouver Whitecaps FC U-23	2009	15	M	Davies, Philippe	9	2	675		2	10	12
Vancouver Whitecaps FC U-23	2009	10	M	Dosanjh, Gagandeep	16	11	1304	4	3	31	26
Vancouver Whitecaps FC U-23	2009	17	F	Edwini-Bonsu, Randy	8	4	380	2		16	5
Vancouver Whitecaps FC U-23	2009	8	M	Gage, Ethan	1		90				2
Vancouver Whitecaps FC U-23	2009	5	D	Hamilton, Paul	10		765			6	5
Vancouver Whitecaps FC U-23	2009	3		Hyde, William	3		261			3	1
Vancouver Whitecaps FC U-23	2009	14	M	Jackson, Coulton	15	8	677	3	2	15	10
Vancouver Whitecaps FC U-23	2009	35		James, Marlon	1	2	33	1		2	1
Vancouver Whitecaps FC U-23	2009	2	M	Jhutty, Bhupinder	13	2	465	1		8	6
Vancouver Whitecaps FC U-23	2009	1		Latendresse-Levesque, Julien	7		630				1
Vancouver Whitecaps FC U-23	2009	16	D	Levry, Axel	11		904			8	9
Vancouver Whitecaps FC U-23	2009	3		Mashinchi, Navid	4		256			2	2
Vancouver Whitecaps FC U-23	2009	18	M	Moore, Nolan	11		426			6	2
Vancouver Whitecaps FC U-23	2009	31	GK	Oliveira, Diego	4		315				
Vancouver Whitecaps FC U-23	2009	11	F	Orgill, Dever	5	7	383	3	1	25	16
Vancouver Whitecaps FC U-23	2009	20		Richer, Aaron	2		150				1
Vancouver Whitecaps FC U-23	2009	3		Robinson, Matthew	1		90				1
Vancouver Whitecaps FC U-23	2009	9		Sandhu, Sahil	11	4	631	1	2	6	5
Vancouver Whitecaps FC U-23	2009	17		Semenets, Alex	4	3	292	1	1	7	5
Vancouver Whitecaps FC U-23	2009	16	D	Simpson, Keithy	12	3	809	1	1	9	3
Vancouver Whitecaps FC U-23	2009	8	D	Smith, Graham	3	1	270		1	4	3
Vancouver Whitecaps FC U-23	2009	11	F	Taylor, Evan	6		173			2	8
Vancouver Whitecaps FC U-23	2009	7	M	Teibert, Russell	14	6	1166	1	4	14	9
Vancouver Whitecaps FC U-23	2009	31	GK	Thomas, Simon	7		507				
Vancouver Whitecaps FC U-23	2009	34	M	Versailles, Kenold	6	6	367	3		5	14
Sounders FC U23	2009	10	F	Agu, Rory	16	25	1291	11	3	39	14
Sounders FC U23	2009	15	M	Besagno, Nikolas	15	6	1339	2	2	10	32
Sounders FC U23	2009	21	D	Blanks, Brandon	6		110				1
Sounders FC U23	2009	26	D	Crim, Zac	9	4	309	2		11	6
Sounders FC U23	2009	3	M	David, Machael	5	3	361	1	1	7	4
Sounders FC U23	2009	25	D	Grey, Timothy	6	2	523	1		1	8
Sounders FC U23	2009	4	M	Hamer, Brandon	4		135			1	
Sounders FC U23	2009	24	F	Howes, Gregory	12	13	907	6	1	20	4
Sounders FC U23	2009	1	GK	Jennings, Jordan	14		1260				
Sounders FC U23	2009	9	M	Kilpatrick, Mark	14	9	607	4	1	10	11
Sounders FC U23	2009	18	GK	Kintz, Chris	3		190				
Sounders FC U23	2009	5	F	Kosaka, Marshall	3		31				
Sounders FC U23	2009	20	F	Macaluso, Beau	1		2				
Sounders FC U23	2009	12	D	Maxwell, Tucker	16	2	1258	1		3	4
Sounders FC U23	2009	11	M	McCluskey, Nick	3		270			1	2
Sounders FC U23	2009	23	D	McNeley, Evan	2		180				3
Sounders FC U23	2009	19	D	Menk, Lyle	2		90				3
Sounders FC U23	2009	8	M	Morris, Mike	5		165			1	
Sounders FC U23	2009	7	M	O'Brien, Leighton	12	4	1080		4	15	9
Sounders FC U23	2009	2	M	Orozco, Erik	1		45			1	
Sounders FC U23	2009	16	M	Orozco, Ruben	9		551			1	11
Sounders FC U23	2009	13	D	Palermo, Daniel	10		753				3
Sounders FC U23	2009	22	F	Peterman, Kyle	3		136				3
Sounders FC U23	2009	20	F	Rigby, Colin	6	4	385	2		9	2
Sounders FC U23	2009	27	D	Scholze, Justyn	7		630			6	5
Sounders FC U23	2009	6	M	Tangney, Chase	9	4	515	1	2	6	7
Sounders FC U23	2009	19	D	VanHooser, Wesley	9		321			7	6
Sounders FC U23	2009	5	M	Vickers, Cameron	12	5	989	1	3	18	9
Sounders FC U23	2009	17	D	West, Adam	16	3	1318	1	1	12	7
Fraser Valley Mariners FC	2009	11	F	Bardsley, Gibson	12	11	836	5	1	29	25
Fraser Valley Mariners FC	2009	17	M	Claibounre-Collins, Ethan	10	3	575	1	1	2	12
Fraser Valley Mariners FC	2009	19		Cordick, Justin	10	6	673	3		8	6
Fraser Valley Mariners FC	2009	2	M	Crocker, Simon	8		461			5	
Fraser Valley Mariners FC	2009	13	M	Fadden, Robert	7	3	585		3	8	10
Fraser Valley Mariners FC	2009	10	F	Ganief, Rizal	7	2	453	1		11	8
Fraser Valley Mariners FC	2009	3	D	Giebelhaus, James	15	3	1328		3	3	7
Fraser Valley Mariners FC	2009	4	D	Gill, Jason	6	1	528		1		
Fraser Valley Mariners FC	2009	1	GK	Johannson, Kristjan	14		1173				1
Fraser Valley Mariners FC	2009	22	D	Kambere, Diaz	11		890			15	17
Fraser Valley Mariners FC	2009	14	M	Kambere, Donald	4		144			4	1
Fraser Valley Mariners FC	2009	8	F	Kekec, Adrian	4	4	343	2		6	
Fraser Valley Mariners FC	2009	23	M	Khakh, Herpreet	1		25				
Fraser Valley Mariners FC	2009	0	GK	Kubanski, Jacob	4		235				
Fraser Valley Mariners FC	2009	21	D	Lang, Adam	8	1	705		1	2	1
Fraser Valley Mariners FC	2009	16	M	Leslie, Stefan	14	5	1249	1	3	9	11
Fraser Valley Mariners FC	2009	6	M	MacKinnon, Spencer	3		190			3	1
Fraser Valley Mariners FC	2009	5	D	Peetoom, Brad	16	2	1440	1		9	16
Fraser Valley Mariners FC	2009	15	M	Plantinga, Adam	12		539			2	3
Fraser Valley Mariners FC	2009	8	M	Plavsic, Sasa	7	3	262	1	1	2	5
Fraser Valley Mariners FC	2009	24	M	Podolsky, Brenden	8	6	356	3		7	6
Fraser Valley Mariners FC	2009	9	F	Schmidt, Spencer	11	10	659	3	4	20	11
Fraser Valley Mariners FC	2009	20	M	Sim, Cory	6		191			4	4
Fraser Valley Mariners FC	2009	0	GK	Smyth, Danny	2		57				
Fraser Valley Mariners FC	2009	23	F	Vanderhoek, David	2	3	91	1	1		1
Fraser Valley Mariners FC	2009	12	D	Wantke, Brent	10		747			3	10
Fraser Valley Mariners FC	2009	25	D	Weymann, Kerry	4		308				2
Fraser Valley Mariners FC	2009	7	F	Wilson, Cameron	12	13	854	6	1	14	17
North Sound SeaWolves FC	2009	24		Anabtawi, Albert	4		207			1	1
North Sound SeaWolves FC	2009	26		Avila, Cesar	4		225			1	2
North Sound SeaWolves FC	2009	21		Calderon Castro, Victor	1		90				3
North Sound SeaWolves FC	2009	2	M	Eggen, Kevin	12		797			1	12
North Sound SeaWolves FC	2009	14	M	Farley, Tyson	11	2	694	1		3	1
North Sound SeaWolves FC	2009	12	M	Galvan, Miguel	6		373			3	3
North Sound SeaWolves FC	2009	13	M	Galvan Velez, Luis	13		1060			3	6
North Sound SeaWolves FC	2009	19	F	Garcia, Jose	11	2	668	1		8	4
North Sound SeaWolves FC	2009	17	F	Garcia Palominos, Ceveriano	10	6	839	2	2	18	12
North Sound SeaWolves FC	2009	6		Hacker, Joshua	4		289				4
North Sound SeaWolves FC	2009	23		Hernandez, German	2	1	180		1	2	3
North Sound SeaWolves FC	2009	5	D	Lopez, Jorge	16		1209			5	24
North Sound SeaWolves FC	2009	1	GK	McCurdy, Robert	12		758				1
North Sound SeaWolves FC	2009	1	GK	McDonald, Andrew	5		292			1	1
North Sound SeaWolves FC	2009	15	M	Neubauer, John	8		386				3
North Sound SeaWolves FC	2009	8	M	O'Brien, Andrew	12	2	779	1		9	6
North Sound SeaWolves FC	2009	21	F	Oliveira, Vinicius	14	23	1232	10	3	38	26
North Sound SeaWolves FC	2009	16		Penn, Tyler	11	6	617	3		7	3
North Sound SeaWolves FC	2009	13	F	Piercy, Perry	2		127				
North Sound SeaWolves FC	2009	18		Rodriguez, Christian	4		78				
North Sound SeaWolves FC	2009	7	M	Rojas, Alonso	7	2	364	1		3	6
North Sound SeaWolves FC	2009	20		Sagare, Jacob	9	4	745	1	2	8	7
North Sound SeaWolves FC	2009	0		Sanchez, Mauricio	8		472				2
North Sound SeaWolves FC	2009	9	F	Santana, Jose	1	1	9		1		
North Sound SeaWolves FC	2009	7	M	Silva, Roberto	2		82			3	
North Sound SeaWolves FC	2009	3	D	Stevenson, Dennis	14	2	1115	1		3	11
North Sound SeaWolves FC	2009	11	D	Valencia, Alvaro	14		1239				18
North Sound SeaWolves FC	2009	10	F	Vega, Hector (Jr)	6		154			1	1
North Sound SeaWolves FC	2009	4	D	Viveros Duenas, Juan	12	2	989	1		12	10
Spokane Spiders	2009	18		Allberry, Dustin	1		37			1	1
Spokane Spiders	2009	23	F	Allbery, Dustin	1		59			2	
Spokane Spiders	2009	1	GK	Baker, Seth	2		180				1
Spokane Spiders	2009	8	M	Baranski, Conor	11	2	947		2	4	4
Spokane Spiders	2009	20	M	Brookover, John	3		270			1	3
Spokane Spiders	2009	17	F	Crossingham, Alexander	1		54			1	
Spokane Spiders	2009	17	M	Crossingham, Adam	7		268				2
Spokane Spiders	2009	5	D	Doggett, Rawley	4		298				3
Spokane Spiders	2009	24	M	Dunbar, Jesse	13	1	780		1	2	2
Spokane Spiders	2009	7	M	Falco, Grant	8	2	482	1		4	4
Spokane Spiders	2009	3		Falco, Tyler	8		528			4	8
Spokane Spiders	2009	18		Janssen, Jonathan	2		135				
Spokane Spiders	2009	0		Kurimura, Eric	2		180				
Spokane Spiders	2009	16	M	Love, Nicholas	13	2	965	1		10	7
Spokane Spiders	2009	13	M	Mastronardi, Andrew	8		408			4	1
Spokane Spiders	2009	15	D	Miller, Matt	1		90				1
Spokane Spiders	2009	11	F	Moug, Jake	10		640			10	4
Spokane Spiders	2009	6	D	Muravez, Tim	10		890			5	4
Spokane Spiders	2009	0	GK	Peck, Joshua	7		630				1
Spokane Spiders	2009	5		Perdido, Tye	1	2	32	1		3	
Spokane Spiders	2009	23		Peterson, Pete	3		270			2	3
Spokane Spiders	2009	2	D	Philp, Dan	14	1	1260		1	6	7
Spokane Spiders	2009	10	F	Prugh, John	9	4	528	2		16	4
Spokane Spiders	2009	4	M	Realing, Keith	7	1	606		1	2	5
Spokane Spiders	2009	7	M	Retan, Jesse	8		400			1	6
Spokane Spiders	2009	15	D	Rotert, Ben	12		1000			1	9
Spokane Spiders	2009	22	M	Smith, Zachary	15	6	1077	3		11	10
Spokane Spiders	2009	0	GK	Srock, Jeffrey	5		450				
Spokane Spiders	2009	19		Vela, Blaze	4		264			2	3
Spokane Spiders	2009	14	F	Vela, Jay	13	2	810	1		10	12
Spokane Spiders	2009	5		Wallace, Jeffrey	2		135			1	1
Spokane Spiders	2009	21	M	Washington, Avery	12		708			3	5
Spokane Spiders	2009	20	M	Weller, Mitchell	9	2	331	1		2	
Spokane Spiders	2009	25	M	Yeager, Zachary	2		69				
Pali Blues	2009	15	F	Agwu, Ferguson	11	4	491	1	2	5	10
Pali Blues	2009	11	M	Alexander, Earl	16	6	1121	2	2	6	10
Pali Blues	2009	16	F	Barrera, Diego	9	3	343	1	1	5	5
Pali Blues	2009	10	M	Bianchi, Federico	12		830			13	16
Pali Blues	2009	19	D	Blanco, Nick	12		902				13
Pali Blues	2009	14		Bowen, Tristan	1	2	32	1		2	1
Pali Blues	2009	21	M	Cerna, Victor	3		37				
Pali Blues	2009	9	F	Chavez, Jaime	15	21	1030	10	1	25	18
Pali Blues	2009	17	M	Corona, Rene	15		1250			7	13
Pali Blues	2009	6	M	Diaz Munoz, Jose	12	2	909	1		3	12
Pali Blues	2009	14	D	Flores, Anthony	4		156			1	
Pali Blues	2009	8		Griffin, Leonard	2	2	180	1		1	
Pali Blues	2009	1	GK	Grill, Laurent	1		5				
Pali Blues	2009	14	D	Hazdovac, Peter	10	2	486	1		8	5
Pali Blues	2009	20	M	Hernandez, Bryan	11		312			2	2
Pali Blues	2009	7	M	Kohlschreiber, Nick	14	11	898	4	3	9	9
Pali Blues	2009	5	D	Mendoza-Romero, Ricardo	10	4	658	1	2	1	6
Pali Blues	2009	22	GK	Miranda Boudy, Jose	15		1345				
Pali Blues	2009	6	D	Missoum, Harbouche	1		7				
Pali Blues	2009	4	D	Morales, Carlos	13	1	932		1	5	17
Pali Blues	2009	12	D	Ochoa, Armando	14	11	937	4	3	18	8
Pali Blues	2009	13		Patterson, Kyle	1	2	45	1		1	1
Pali Blues	2009	22		Peiffer, Tony	1		90				
Pali Blues	2009	3	M	Racca, Albert	9		203			3	4
Pali Blues	2009	15	D	Robert, Erik	10		547				4
Pali Blues	2009	16	F	Sanchez, Estuardo	3	2	75	1		3	1
Pali Blues	2009	13		Sesay, Israel	4	6	179	3		4	2
Pali Blues	2009	8	D	Shafii, Amir	13	2	1095	1		3	3
Pali Blues	2009	21	F	Sims, Willie	7	10	455	5		17	6
Pali Blues	2009	3		Valentin, Julian	1		33				1
LA Misioneros FC	2009	3	D	Alvarado, Sean	11	3	935	1	1	3	2
LA Misioneros FC	2009	2	M	Anguino, Rene	9	1	568		1	4	13
LA Misioneros FC	2009			Baker, Reid	3		143			3	
LA Misioneros FC	2009	24	M	Barton, Joshua	8	1	498		1	2	11
LA Misioneros FC	2009	1	GK	Barton, Joseph	8		675				
LA Misioneros FC	2009	18	F	Bautista, Manuel	14	5	776	1	3	13	9
LA Misioneros FC	2009	5		Boland, Mitchell	1	2	36	1		1	
LA Misioneros FC	2009	22		Brooks, Damon	2		104				
LA Misioneros FC	2009	7	F	Chiles, Kraig	6	3	445	1	1	9	
LA Misioneros FC	2009			Dantas, Vinicius	1		60			2	1
LA Misioneros FC	2009	10	M	Farfan, Gabriel	9	2	397	1		2	5
LA Misioneros FC	2009	14	M	Farfan, Michael	8	9	612	3	3	11	13
LA Misioneros FC	2009	19	D	Franco, Joseph	8		510			1	8
